idx,qtd
0,84.69367237231876
1,70.16206335464007
2,40.29027642649017
3,42.587058073315255
4,4.3515984183110366
5,29.65320326701984
6,5.568113153766795
7,-0.3181812666189141
8,2.992141944590656
9,0.44641684820501615
10,4.439469256975358
11,-18.767134541240996
12,0.33281183440128936
13,14.402421660143528
14,-9.698042445971588
15,0.6273225988558568
16,-0.03148876938558809
17,5.791266901503634
18,2.6365995416886405
19,-3.599917630032002
20,-5.9327885927263075
21,11.302986148737908
22,4.72793281297376
23,1.716645851869925
24,-3.100535703418038
25,-7.09702812067057
26,6.378559063177457
27,-2.2363835684823616
28,-3.0027060295912253
29,-3.90507631404234
30,4.125549915568168
31,-1.7546923444968234
32,-8.533405556563155
33,20.177296916007908
34,2.3859214072952275
35,3.3356602306363445
36,-2.280626550200218
37,-9.394645098703435
38,-18.09575493694015
39,12.518020433654229
40,-8.349220222755573
41,1.70685028066206
42,-8.762251050861963
43,-11.994629876615113
44,15.563158706587286
45,-2.8565429855641056
46,5.08178282852092
47,1.2314625133146788
48,-2.847980483296156
49,13.46629406547671
50,-7.095943071844793
51,-3.710419064037175
52,-3.196925830330586
53,3.7520202909511706
54,6.945623760224916
55,13.363006169756762
56,4.559969780776731
57,-9.61195350526693
58,-6.312917522099772
59,20.85363685972458
60,-7.923706730523115
61,2.8044048126710392
62,4.436208674848787
63,-8.146651191045015
64,-6.480110205342911
65,6.927696749629794
66,-2.706485441291785
67,-4.714737256196259
68,-5.078415928187811
69,-2.0538528844469113
70,19.670000980689313
71,2.34842178569786
72,-0.03563760589482312
73,-4.856488407913622
74,2.708843050260603
75,-1.8846389251436824
76,3.810048258644953
77,-2.839129300013069
78,-1.734844237459888
79,-5.131035974535893
80,6.599061772315541
81,17.336224713892012
82,-5.017494526854897
83,-16.561492179927676
84,-5.009141785260708
85,4.620209372933049
86,0.9353021254459009
87,1.5548633977815216
88,-3.918881351617553
89,-12.721794862557847
90,14.248703267464615
91,5.056705422152428
92,-1.9345897014490814
93,6.954561301765978
94,-5.936246473777263
95,-9.075019545980583
96,-1.5126953121920343
97,11.22820638721916
98,-0.6519251966069883
99,-0.1457704693226196
100,-4.093954637844792
101,5.460676112245078
102,13.222639968536427
103,-9.881200387018726
104,3.8527744249971656
105,2.6270617393636124
106,-8.314419834808799
107,-1.6978276044665739
108,5.536874957513978
109,8.717363799686224
110,-10.758073304081545
111,0.29708156417000886
112,16.375233797456723
113,-5.881625924928069
114,4.889382502471937
115,-10.73255831416646
116,7.096128517412522
117,-9.997325725384638
118,-5.948869531958225
119,4.627137775093093
120,9.269384226050057
121,-11.790015582144472
122,1.0896896139594316
123,1.3535089808084435
124,2.2570598440726255
125,-4.126404701375256
126,0.6611370628921458
127,-1.242178672067062
128,-1.7498228853256705
129,14.2851647453592
130,8.686239164119858
131,6.852917952860356
132,-6.379590924057352
133,-18.82214280078883
134,-4.489888378541527
135,2.501008613766969
136,13.392347631017964
137,7.301233997762955
138,0.0354356732348724
139,1.4873512576612948
140,-3.2639313695872474
141,-3.4310279863097444
142,-20.556164111297136
143,9.638721545791677
144,-17.177768493652454
145,10.644708380248844
146,-13.588484148473839
147,17.034907693479695
148,-4.025894462769704
149,11.380890694334623
150,-10.20500760720095
151,9.207737456612906
152,-5.451392343570299
153,5.252003112211311
154,7.769844464815765
155,-1.653144141392417
156,-0.31272708614116507
157,-13.158151200168136
158,2.2125765811073506
159,-1.6598428248467911
160,2.271734704683804
161,6.260003877509266
162,13.759588255763777
163,-15.7907978505137
164,5.610581987660052
165,-2.1882377752015114
166,-11.268391960387387
167,9.918919153829215
168,-7.891255336175307
169,6.472478140137138
170,-0.185365085843046
171,-6.820663846356776
172,1.4216062350496226
173,2.9087071736183505
174,-4.055283255706535
175,4.534185945089677
176,3.003238912996227
177,1.19013346158459
178,-3.5775520376208667
179,-4.646804921670265
180,7.326423536461916
181,-5.563663924707876
182,2.8909615670509567
183,-11.190424926267792
184,3.27091200417837
185,7.18497605132826
186,-9.165789167621133
187,10.50754328471009
188,-1.2894536576336977
189,-2.01145068087177
190,-4.67129525905917
191,11.074126031710893
192,-5.696796176519677
193,3.7354885736552204
194,-11.13803767800397
195,3.240842699208356
196,1.4739614043465536
197,6.890699087347388
198,1.2179683993525496
199,-4.341793199236188
200,-5.202306331367394
201,8.3102790645089
202,2.400251168815214
203,3.488934869010173
204,-6.827623479621186
205,6.6929000383269575
206,-6.972081967259603
207,12.705913832016503
208,-6.2190647996230055
209,5.629689949194672
210,-6.442210284989859
211,1.0780066486341497
212,-0.0683232775029965
213,4.404812208187782
214,-19.549461501398643
215,3.5906308874041115
216,0.4746544042164622
217,12.674091618859697
218,9.805333688495239
219,-15.224416372720233
220,7.391367143739605
221,-25.85310752766356
222,10.211422624101864
223,10.604391515867354
224,-3.417410213582102
225,16.451781761583327
226,3.777875469176851
227,-1.9744224081546369
228,-12.606732769316654
229,1.5931583124978514
230,1.6404830466353828
231,1.016443290228961
232,-5.056686744219228
233,-4.37751124833701
234,4.685100897328864
235,8.436446811454498
236,6.970675531370615
237,-19.99254726458908
238,4.564851547912193
239,-8.781721621056313
240,-2.521203133751576
241,6.853722754926691
242,18.55228731022206
243,-19.940375850424537
244,1.801607567119249
245,5.555907247617987
246,-0.8565774907481223
247,0.42172942707307204
248,3.336928687122964
249,2.3735292838453237
250,-1.4167962197799078
251,-3.578338797211695
